name,state,lat,lon
Capitola,CA,36.97523,-121.95329
Carlsbad,CA,33.15809,-117.35059
Carmel Valley Village,CA,36.50605,-121.76594
Carmel-by-the-Sea,CA,36.55524,-121.92329
Carmichael,CA,38.61713,-121.32828
Carpinteria,CA,34.39888,-119.51846
Carson,CA,33.83141,-118.28202
Caruthers,CA,36.54273,-119.8332
Casa Conejo,CA,34.18362,-118.94343
Castaic,CA,34.48888,-118.62287
Castro Valley,CA,37.6941,-122.08635
Castroville,CA,36.76579,-121.758
Cathedral City,CA,33.77974,-116.46529
Cayucos,CA,35.44275,-120.89213
Cedar Ridge,CA,38.06576,-120.27686
Ceres,CA,37.59493,-120.95771
Century City,CA,34.05557,-118.41786
Cerritos,CA,33.85835,-118.06479
Channel Islands Beach,CA,34.15806,-119.22316
Charter Oak,CA,34.10306,-117.84589
Chatsworth,CA,34.25723,-118.6012
Cherry Valley,CA,33.97252,-116.97725
Cherryland,CA,37.67938,-122.1033
Chico,CA,39.72849,-121.83748
China Lake Acres,CA,35.64051,-117.76395
Chinatown,CA,37.79993,-122.27025
Chinatown,CA,37.7966,-122.40858
Chino,CA,34.01223,-117.68894
Chino Hills,CA,33.9938,-117.75888
Chowchilla,CA,37.123,-120.26018
Chualar,CA,36.57052,-121.51855
Chula Vista,CA,32.64005,-117.0842
Citrus,CA,34.11501,-117.89173
Citrus Heights,CA,38.70712,-121.28106
Claremont,CA,34.09668,-117.71978
Clay,CA,38.33602,-121.15939
Clayton,CA,37.94103,-121.93579
Clear Lake Riviera,CA,38.95406,-122.72082
Clearlake,CA,38.95823,-122.62637
Clearlake Oaks,CA,39.02628,-122.67193
Cloverdale,CA,38.80546,-123.01722
Clovis,CA,36.82523,-119.70292
Coachella,CA,33.6803,-116.17389
Coalinga,CA,36.13968,-120.36015
Coarsegold,CA,37.26217,-119.70098
Cobb,CA,38.82213,-122.72305
Colfax,CA,39.10073,-120.95328
Collierville,CA,38.21464,-121.26884
Colma,CA,37.67688,-122.45969
Colton,CA,34.0739,-117.31365
Columbia,CA,38.03631,-120.40131
Colusa,CA,39.21433,-122.00942
Commerce,CA,34.00057,-118.15979
Compton,CA,33.89585,-118.22007
Concord,CA,37.97798,-122.03107
Copperopolis,CA,37.98104,-120.64187
Corcoran,CA,36.09801,-119.5604
Corning,CA,39.92766,-122.17916
Corona,CA,33.87529,-117.56644
Coronado,CA,32.68589,-117.18309
Corralitos,CA,36.98856,-121.80634
Corte Madera,CA,37.92548,-122.52748
Costa Mesa,CA,33.64113,-117.91867
Cotati,CA,38.32686,-122.70721
Coto De Caza,CA,33.60419,-117.58699
Cottonwood,CA,38.65824,-121.97108
Country Club,CA,37.96881,-121.34078
Covelo,CA,39.79327,-123.24922
Covina,CA,34.09001,-117.89034
Crest,CA,32.80727,-116.86808
Crestline,CA,34.24195,-117.2856
Crockett,CA,38.05242,-122.21302
Cudahy,CA,33.96057,-118.18535
Culver City,CA,34.02112,-118.39647
Cupertino,CA,37.323,-122.03218
Cutler,CA,36.52328,-119.28678
Cypress,CA,33.81696,-118.03729
Daly City,CA,37.70577,-122.46192
Dana Point,CA,33.46697,-117.69811
Danville,CA,37.82159,-121.99996
Davis,CA,38.54491,-121.74052
Day Valley,CA,37.03578,-121.86246
Deer Park,CA,38.68185,-120.82327
Deer Park,CA,38.53269,-122.4697
Del Mar,CA,32.95949,-117.26531
Del Monte Forest,CA,36.58635,-121.94746
Del Aire,CA,33.91613,-118.36952
Del Rey,CA,36.65912,-119.59374
Del Rey Oaks,CA,36.59329,-121.83495
Del Rio,CA,37.74354,-121.01188
Delano,CA,35.76884,-119.24705
Delhi,CA,37.43216,-120.77854
Denair,CA,37.52632,-120.79687
Descanso,CA,32.85283,-116.61585
Desert Hot Springs,CA,33.96173,-116.50353
Desert Shores,CA,33.4042,-116.03972
Desert View Highlands,CA,34.59082,-118.15257
Diablo,CA,37.83493,-121.95801
Diamond Bar,CA,34.02862,-117.81034
Diamond Springs,CA,38.69463,-120.81494
Dinuba,CA,36.54328,-119.38707
Discovery Bay,CA,37.90854,-121.60023
Dixon,CA,38.44546,-121.8233
Dogtown,CA,38.21381,-121.08855
Dollar Point,CA,39.18796,-120.09991
Dos Palos,CA,36.98606,-120.62657
Downey,CA,33.94001,-118.13257
Duarte,CA,34.13945,-117.97729
Dublin,CA,37.70215,-121.93579
Dunnigan,CA,38.88518,-121.96969
Durham,CA,39.64627,-121.79998
Earlimart,CA,35.88412,-119.27233
East Rancho Dominguez,CA,33.89807,-118.19535
East Foothills,CA,37.38105,-121.81745
East Hemet,CA,33.74002,-116.93891
East La Mirada,CA,33.92446,-117.98895
East Los Angeles,CA,34.0239,-118.17202
East Oakdale,CA,37.78798,-120.80382
East Palo Alto,CA,37.46883,-122.14108
East Pasadena,CA,34.13814,-118.07384
East Porterville,CA,36.05745,-118.97566
East Quincy,CA,39.93406,-120.89801
East Richmond Heights,CA,37.94492,-122.31358
East San Gabriel,CA,34.09168,-118.09118
East Sonora,CA,37.9777,-120.3613
Easton,CA,36.65023,-119.7907
El Cajon,CA,32.79477,-116.96253
El Centro,CA,32.792,-115.56305
El Cerrito,CA,37.91576,-122.31164
El Cerrito Corona,CA,33.84057,-117.52283
El Dorado Hills,CA,38.68574,-121.08217
El Granada,CA,37.50272,-122.46942
El Monte,CA,34.06862,-118.02757
El Rio,CA,34.23578,-119.16383
El Segundo,CA,33.91918,-118.41647
El Sobrante,CA,37.97715,-122.29525
El Verano,CA,38.29769,-122.49165
Eldridge,CA,38.3488,-122.51081
Elk Grove,CA,38.4088,-121.37162
Elkhorn,CA,36.8244,-121.7405
Elverta,CA,38.71379,-121.46273
Emerald Lake Hills,CA,37.46466,-122.26802
Emeryville,CA,37.83132,-122.28525
Empire,CA,37.63826,-120.90215
Encinitas,CA,33.03699,-117.29198
Encino,CA,34.15917,-118.50119
Escalon,CA,37.79781,-120.99792
Escondido,CA,33.11921,-117.08642
Esparto,CA,38.69213,-122.01719
Eucalyptus Hills,CA,32.87977,-116.94669
Exeter,CA,36.29606,-119.14205
Fair Oaks,CA,38.64463,-121.27217
Fairbanks Ranch,CA,32.99393,-117.18726
Fairfax,CA,37.98715,-122.58887
Fairfield,CA,38.24936,-122.03997
Fairmead,CA,37.07633,-120.19295
Fairview,CA,37.67854,-122.0458
Fallbrook,CA,33.37642,-117.25115
Farmersville,CA,36.29773,-119.20678
Felton,CA,37.05134,-122.0733
Firebaugh,CA,36.85884,-120.45601
Florin,CA,38.49602,-121.40884
Folsom,CA,38.67796,-121.17606
Fontana,CA,34.09223,-117.43505
Foothill Farms,CA,38.67877,-121.35114
Foothill Ranch,CA,33.68641,-117.66088
Ford City,CA,35.15441,-119.45623
Forest Meadows,CA,38.16851,-120.40659
Forest Ranch,CA,39.88211,-121.67275
Foresthill,CA,39.02018,-120.81799
Forestville,CA,38.47352,-122.89027
Fort Bragg,CA,39.44572,-123.80529
Fort Irwin,CA,35.26275,-116.68475
Foster City,CA,37.55855,-122.27108
Fountain Valley,CA,33.70918,-117.95367
Fowler,CA,36.63051,-119.67847
Frazier Park,CA,34.82276,-118.94482
Freedom,CA,36.93523,-121.77301
Fremont,CA,37.54827,-121.98857
French Camp,CA,37.88409,-121.27106
Fresno,CA,36.74773,-119.77237
Fullerton,CA,33.87029,-117.92534
Galt,CA,38.25464,-121.29995
Garden Acres,CA,37.96381,-121.22939
Garden Grove,CA,33.77391,-117.94145
Gardena,CA,33.88835,-118.30896
Garnet,CA,33.927,-116.477
Georgetown,CA,38.90684,-120.83855
Gilroy,CA,37.00578,-121.56828
Glen Avon,CA,34.01168,-117.48477
Glendale,CA,34.14251,-118.25508
Glendora,CA,34.13612,-117.86534
Gold River,CA,38.62629,-121.24662
Golden Hills,CA,35.14247,-118.49036
Goleta,CA,34.43583,-119.82764
Gonzales,CA,36.50663,-121.44438
Good Hope,CA,33.76474,-117.26698
Goshen,CA,36.35106,-119.42012
Grand Terrace,CA,34.0339,-117.31365
Granite Bay,CA,38.76323,-121.16384
Granite Hills,CA,32.80311,-116.90475
Grass Valley,CA,39.21906,-121.06106
Graton,CA,38.4363,-122.86972
Green Acres,CA,33.73808,-117.07642
Green Valley,CA,34.62165,-118.41397
Green Valley,CA,38.25297,-122.16219
Greenacres,CA,35.38329,-119.10983
Greenfield,CA,35.26885,-119.00288
Greenfield,CA,36.3208,-121.24381
Gridley,CA,39.36378,-121.69358
Grover Beach,CA,35.12164,-120.62128
Guadalupe,CA,34.97164,-120.57184
Guerneville,CA,38.50186,-122.99611
Gustine,CA,37.25772,-120.99882
Hacienda Heights,CA,33.99307,-117.96868
Half Moon Bay,CA,37.46355,-122.42859
Hamilton City,CA,39.74266,-122.01359
Hanford,CA,36.32745,-119.64568
Harbison Canyon,CA,32.82033,-116.83002
Hartley,CA,38.41713,-121.94691
Hawaiian Gardens,CA,33.8314,-118.07284
Hawthorne,CA,33.9164,-118.35257
Hayward,CA,37.66882,-122.0808
Healdsburg,CA,38.61047,-122.86916
Heber,CA,32.73089,-115.52972
Hemet,CA,33.74761,-116.97307
Herald,CA,38.29575,-121.24439
Hercules,CA,38.01714,-122.28858
Hermosa Beach,CA,33.86224,-118.39952
Hesperia,CA,34.42639,-117.30088
Hidden Hills,CA,34.16028,-118.65231
Hidden Meadows,CA,33.22531,-117.11253
Hidden Valley Lake,CA,38.80796,-122.55832
Highgrove,CA,34.01585,-117.33338
Highland,CA,34.12834,-117.20865
Hillsborough,CA,37.5741,-122.37942
Hollister,CA,36.85245,-121.4016
Hollywood,CA,34.09834,-118.32674
Holtville,CA,32.81116,-115.38026
Home Garden,CA,36.30328,-119.63624
Home Gardens,CA,33.87807,-117.52088
Homeland,CA,33.74308,-117.1092
Hughson,CA,37.59688,-120.86604
Huntington Beach,CA,33.6603,-117.99923
Huntington Park,CA,33.98168,-118.22507
Huron,CA,36.20273,-120.10292
Idyllwild,CA,33.74002,-116.71891
Imperial,CA,32.84755,-115.56944
Imperial Beach,CA,32.58394,-117.11308
Indian Wells,CA,33.71791,-116.34311
Indio,CA,33.7207,-116.21677
Inglewood,CA,33.96168,-118.35313
Interlaken,CA,36.95134,-121.73384
Inverness,CA,38.10103,-122.85694
Inyokern,CA,35.6469,-117.81257
Ione,CA,38.35269,-120.93272
Irvine,CA,33.66946,-117.82311
Irwindale,CA,34.10695,-117.93534
Isla Vista,CA,34.41333,-119.86097
Ivanhoe,CA,36.38717,-119.21789
Jackson,CA,38.3488,-120.7741
Jamestown,CA,37.95326,-120.4227
Jamul,CA,32.717,-116.87613
Joshua Tree,CA,34.13473,-116.31307
Julian,CA,33.07866,-116.60196
Kelseyville,CA,38.97795,-122.83944
Kennedy,CA,37.92992,-121.25272
Kensington,CA,37.91048,-122.28025
Kentfield,CA,37.95215,-122.5572
Kenwood,CA,38.4138,-122.54609
Kerman,CA,36.72356,-120.05988
Kernville,CA,35.75467,-118.42536
Kettleman City,CA,36.00829,-119.9618
Keyes,CA,37.5566,-120.91549
King City,CA,36.21274,-121.12603
Kings Beach,CA,39.23768,-120.02658
Kingsburg,CA,36.51384,-119.55402
Knightsen,CA,37.96881,-121.66801
Koreatown,CA,34.05779,-118.30091
La Cañada Flintridge,CA,34.19917,-118.18785
La Habra,CA,33.93196,-117.94617
La Habra Heights,CA,33.96085,-117.95062
La Jolla,CA,32.84727,-117.2742
La Mesa,CA,32.76783,-117.02308
La Mirada,CA,33.91724,-118.01201
La Palma,CA,33.8464,-118.04673
La Presa,CA,32.70811,-116.99725
La Puente,CA,34.02001,-117.94951
La Quinta,CA,33.66336,-116.31001
La Riviera,CA,38.56685,-121.3569
La Selva Beach,CA,36.93662,-121.86468
La Verne,CA,34.10084,-117.76784
Ladera,CA,37.39994,-122.1983
Ladera Heights,CA,33.99418,-118.37535
Ladera Ranch,CA,33.57086,-117.63561
Lafayette,CA,37.88576,-122.11802
Laguna,CA,38.42102,-121.42384
Laguna Beach,CA,33.54225,-117.78311
Laguna Hills,CA,33.61252,-117.71283
Laguna Niguel,CA,33.52253,-117.70755
Laguna Woods,CA,33.6103,-117.72533
Lake Arrowhead,CA,34.24834,-117.18921
Lake Elsinore,CA,33.66808,-117.32726
Lake Forest,CA,33.64697,-117.68922
Lake Isabella,CA,35.61801,-118.47314
Lake Los Angeles,CA,34.61249,-117.82812
Lake Nacimiento,CA,35.7283,-120.87963
Lake San Marcos,CA,33.12615,-117.20837
Lake Wildwood,CA,39.23295,-121.20051
Lake of the Pines,CA,39.03962,-121.05661
Lakeland Village,CA,33.63863,-117.34393
Lakeport,CA,39.04295,-122.91583
Lakeside,CA,32.85727,-116.92225
Lakeview,CA,33.83863,-117.11809
Lakewood,CA,33.85363,-118.13396
Lamont,CA,35.25968,-118.91427
Lancaster,CA,34.69804,-118.13674
Larkspur,CA,37.93409,-122.53525
Las Flores,CA,34.03723,-118.63592
Las Flores,CA,33.58808,-117.62672
Las Lomas,CA,36.86523,-121.73495
Lathrop,CA,37.8227,-121.27661
Laton,CA,36.43328,-119.6868
Lawndale,CA,33.88724,-118.35257
Laytonville,CA,39.68821,-123.48279
Le Grand,CA,37.22855,-120.24823
Lebec,CA,34.84164,-118.86482
Lemon Grove,CA,32.74255,-117.03142
Lemoore,CA,36.30078,-119.78291
Lennox,CA,33.93807,-118.35258
Lenwood,CA,34.87665,-117.10393
Leona Valley,CA,34.61832,-118.28813
Lexington Hills,CA,37.16467,-121.97301
Lincoln,CA,38.89156,-121.29301
Lincoln Village,CA,38.0052,-121.32828
Linda,CA,39.12767,-121.5508
Linden,CA,38.02131,-121.08383
Lindsay,CA,36.20301,-119.08816
Littlerock,CA,34.5211,-117.98368
Live Oak,CA,36.98356,-121.98052
Live Oak,CA,39.27572,-121.65997
Livingston,CA,37.38688,-120.72353
Livermore,CA,37.68187,-121.76801
Lockeford,CA,38.16353,-121.14994
Lodi,CA,38.1302,-121.27245
Loma Linda,CA,34.04835,-117.26115
Loma Rica,CA,39.31183,-121.41774
Lomita,CA,33.79224,-118.31507
Lompico,CA,37.1055,-122.05274
Lompoc,CA,34.63915,-120.45794
London,CA,36.47606,-119.44318
Lone Pine,CA,36.60626,-118.06462
Long Beach,CA,33.76696,-118.18923
Loomis,CA,38.82129,-121.193
Los Alamitos,CA,33.80307,-118.07256
Los Alamos,CA,34.74443,-120.27821
Los Altos,CA,37.38522,-122.11413
Los Altos Hills,CA,37.37966,-122.13746
Los Angeles,CA,34.05223,-118.24368
Los Banos,CA,37.05828,-120.84992
Los Gatos,CA,37.22661,-121.97468
Los Olivos,CA,34.66776,-120.11487
Los Osos,CA,35.31109,-120.8324
Los Serranos,CA,33.97279,-117.70811
Lost Hills,CA,35.61635,-119.69429
Lower Lake,CA,38.91045,-122.61026
Loyola,CA,37.35133,-122.10052
Lucerne,CA,36.38078,-119.6643
Lucerne,CA,39.09017,-122.79638
Lucerne Valley,CA,34.44389,-116.96781
Lynwood,CA,33.93029,-118.21146
Madera,CA,36.96134,-120.06072
Madera Acres,CA,37.01911,-120.06683
Magalia,CA,39.81211,-121.57831
Malibu,CA,34.02577,-118.7804
Mammoth Lakes,CA,37.64855,-118.97208
Manhattan Beach,CA,33.88474,-118.41091
Manteca,CA,37.79743,-121.21605
Maricopa,CA,35.05886,-119.40095
Marin City,CA,37.86854,-122.50914
Marina,CA,36.6844,-121.80217
Marina del Rey,CA,33.98162,-118.45371
Mariposa,CA,37.48494,-119.96628
Martinez,CA,38.01937,-122.13413
Marysville,CA,39.14573,-121.59135
Maxwell,CA,39.27628,-122.19137
Mayflower Village,CA,34.11501,-118.00979
Maywood,CA,33.98668,-118.18535
McFarland,CA,35.67801,-119.22927
Mead Valley,CA,33.83335,-117.29615
Meadow Vista,CA,39.00101,-121.02189
Mecca,CA,33.57219,-116.0782
Meiners Oaks,CA,34.44694,-119.27928
Mendota,CA,36.75356,-120.38156
Menifee,CA,33.72835,-117.14642
Menlo Park,CA,37.45383,-122.18219
Mentone,CA,34.07001,-117.13448
Merced,CA,37.30216,-120.48297
Mesa Verde,CA,33.60586,-114.73107
Midpines,CA,37.54438,-119.92045
Midway City,CA,33.74474,-117.98923
Mill Valley,CA,37.90604,-122.54498
Millbrae,CA,37.59855,-122.38719
Milpitas,CA,37.42827,-121.90662
Minkler,CA,36.72384,-119.45818
Jurupa Valley,CA,33.99251,-117.51644
Mira Mesa,CA,32.9156,-117.14392
Mira Monte,CA,34.43361,-119.28511
Mission Canyon,CA,34.45083,-119.71291
Mission District,CA,37.75993,-122.41914
Mission Hills,CA,34.68609,-120.43683
Mission Viejo,CA,33.60002,-117.672
Modesto,CA,37.6391,-120.99688
Mojave,CA,35.05247,-118.17396
Mono Vista,CA,37.9977,-120.26991
Monrovia,CA,34.14806,-117.99895
Montalvin,CA,37.99548,-122.33275
Montara,CA,37.54216,-122.51609
Montclair,CA,34.07751,-117.68978
Monte Rio,CA,38.46547,-123.00889
Monte Sereno,CA,37.23633,-121.99246
Montebello,CA,34.00946,-118.10535
Montecito,CA,34.43666,-119.63208
Monterey,CA,36.60024,-121.89468
Monterey Park,CA,34.06251,-118.12285
Moorpark,CA,34.28556,-118.88204
Morada,CA,38.03853,-121.24578
Moraga,CA,37.83493,-122.12969
Moreno Valley,CA,33.93752,-117.23059
Morgan Hill,CA,37.1305,-121.65439
Morongo Valley,CA,34.04695,-116.58085
Morro Bay,CA,35.36581,-120.8499
Moss Beach,CA,37.52744,-122.51331
Mount Hermon,CA,37.05106,-122.05857
Mountain House,CA,37.78326,-121.54273
Mountain Ranch,CA,38.22825,-120.54076
Mountain View,CA,38.00881,-122.11746
Mountain View,CA,37.38605,-122.08385
Mountain View Acres,CA,34.49666,-117.34894
Murphys,CA,38.13762,-120.46105
Murrieta,CA,33.55391,-117.21392
Murrieta Hot Springs,CA,33.56058,-117.15809
Muscoy,CA,34.15418,-117.34421
Napa,CA,38.29714,-122.28553
National City,CA,32.67811,-117.0992
Needles,CA,34.84806,-114.61413
Nevada City,CA,39.26173,-121.01779
Newark,CA,37.52966,-122.04024
Newcastle,CA,38.87407,-121.13328
Newman,CA,37.31383,-121.02076
Newport Beach,CA,33.61891,-117.92895
Nice,CA,39.12323,-122.84833
Niland,CA,33.24004,-115.51888
Nipomo,CA,35.04275,-120.476
Norco,CA,33.93113,-117.54866
North Auburn,CA,38.93129,-121.08189
North Edwards,CA,35.01664,-117.83284
North El Monte,CA,34.10279,-118.02423
North Fair Oaks,CA,37.47438,-122.19663
North Highlands,CA,38.68574,-121.37217
North Hollywood,CA,34.17223,-118.37897
North Richmond,CA,37.95881,-122.36747
Northridge,CA,34.22834,-118.53675
Norwalk,CA,33.90224,-118.08173
Novato,CA,38.10742,-122.5697
Nuevo,CA,33.80141,-117.14587
Oak Hills,CA,34.38313,-117.38135
Oak Park,CA,34.17917,-118.76287
Oak View,CA,34.4,-119.30011
Oakdale,CA,37.76659,-120.84715
Oakhurst,CA,37.328,-119.64932
Oakland,CA,37.80437,-122.2708
Oakley,CA,37.99742,-121.71245
Oasis,CA,33.46586,-116.09889
Occidental,CA,38.40741,-122.94833
Oceano,CA,35.09886,-120.61239
Oceanside,CA,33.19587,-117.37948
Oildale,CA,35.41968,-119.01955
Ojai,CA,34.44805,-119.24289
Olivehurst,CA,39.09545,-121.55219
Ontario,CA,34.06334,-117.65089
Orange,CA,33.78779,-117.85311
Orange Cove,CA,36.62439,-119.31373
Orangevale,CA,38.67851,-121.22578
Orcutt,CA,34.86526,-120.436
Orinda,CA,37.87715,-122.17969
Orland,CA,39.74738,-122.19637
Orosi,CA,36.54495,-119.28734
Oroville,CA,39.51394,-121.55776
Oxnard,CA,34.1975,-119.17705
Pacheco,CA,37.98353,-122.07524
Pacific Palisades,CA,34.04806,-118.52647
Pacifica,CA,37.61383,-122.48692
Pacific Grove,CA,36.61774,-121.91662
Pajaro,CA,36.90412,-121.74856
Palermo,CA,39.43544,-121.53802
Palm Desert,CA,33.72255,-116.37697
Palm Springs,CA,33.8303,-116.54529
Palmdale,CA,34.57943,-118.11646
Palo Alto,CA,37.44188,-122.14302
Palos Verdes Estates,CA,33.80105,-118.39245
Paradise,CA,39.75961,-121.62192
Paramount,CA,33.88946,-118.15979
Parksdale,CA,36.94717,-120.02294
Parkway,CA,38.49602,-121.45884
Parkwood,CA,36.92689,-120.04461
Parlier,CA,36.61162,-119.52707
Pasadena,CA,34.14778,-118.14452
Pasatiempo,CA,37.00439,-122.0258
Paso Robles,CA,35.62664,-120.691
Patterson,CA,37.4716,-121.12966
Pedley,CA,33.97529,-117.47588
Penn Valley,CA,39.196,-121.19107
Penngrove,CA,38.29964,-122.66665
Perris,CA,33.78252,-117.22865
Petaluma,CA,38.23242,-122.63665
Phelan,CA,34.42611,-117.57228
Pico Rivera,CA,33.98307,-118.09673
Piedmont,CA,37.82437,-122.23163
Pine Grove,CA,38.41297,-120.65882
Pine Mountain Club,CA,34.84637,-119.14955
Pine Valley,CA,32.82144,-116.52918
Pinole,CA,38.00437,-122.29886
Pioneer,CA,38.43186,-120.57187
Piru,CA,34.41527,-118.79398
Pismo Beach,CA,35.14275,-120.64128
Pittsburg,CA,38.02798,-121.88468
Pixley,CA,35.96856,-119.29178
Piñon Hills,CA,34.43333,-117.64672
Placentia,CA,33.87224,-117.87034
Placerville,CA,38.72963,-120.79855
Planada,CA,37.29077,-120.31852
Pleasant Hill,CA,37.94798,-122.0608
Pleasanton,CA,37.66243,-121.87468
Plumas Lake,CA,39.02073,-121.55802
Pollock Pines,CA,38.76158,-120.58611
Pomona,CA,34.05529,-117.75228
Port Hueneme,CA,34.14778,-119.19511
Portola,CA,39.81046,-120.4691
Portola Hills,CA,33.67919,-117.63116
Porterville,CA,36.06523,-119.01677
Portola Valley,CA,37.38411,-122.23524
Poway,CA,32.96282,-117.03586
Prunedale,CA,36.77579,-121.66967
Quail Valley,CA,33.70697,-117.24504
Quartz Hill,CA,34.64526,-118.21813
Quincy,CA,39.93682,-120.94647
Rainbow,CA,33.41031,-117.14781
Ramona,CA,33.04171,-116.86808
Rancho Calaveras,CA,38.12742,-120.85827
Rancho Cordova,CA,38.58907,-121.30273
Rancho Cucamonga,CA,34.1064,-117.59311
Rancho Mirage,CA,33.73974,-116.41279
Rancho Murieta,CA,38.50185,-121.09467
Rancho Palos Verdes,CA,33.74446,-118.38702
Rancho Penasquitos,CA,32.95949,-117.11531
Rancho San Diego,CA,32.74727,-116.9353
Rancho Santa Fe,CA,33.02032,-117.20281
Rancho Santa Margarita,CA,33.64086,-117.6031
Redlands,CA,34.05557,-117.18254
Redondo Beach,CA,33.84918,-118.38841
Redwood City,CA,37.48522,-122.23635
Redwood Shores,CA,37.53188,-122.24802
Redwood Valley,CA,39.26544,-123.20445
Reedley,CA,36.59634,-119.4504
Reseda,CA,34.20112,-118.53647
Rialto,CA,34.1064,-117.37032
Richgrove,CA,35.79662,-119.10788
Richmond,CA,37.93576,-122.34775
Ridgecrest,CA,35.62246,-117.6709
Ridgemark,CA,36.81246,-121.36577
Rio Del Mar,CA,36.96828,-121.90023
Rio Linda,CA,38.69101,-121.44857
Ripon,CA,37.74159,-121.12438
Riverbank,CA,37.73604,-120.93549
Riverdale,CA,36.43106,-119.85958
Riverdale Park,CA,37.60938,-121.05188
Riverside,CA,33.95335,-117.39616
Rocklin,CA,38.79073,-121.23578
Rodeo,CA,38.03298,-122.26691
Rohnert Park,CA,38.33964,-122.7011
Rolling Hills,CA,33.75739,-118.35752
Rolling Hills Estates,CA,33.78779,-118.35813
Rollingwood,CA,37.9652,-122.32997
Romoland,CA,33.74585,-117.17503
Rosamond,CA,34.86414,-118.16341
Rosedale,CA,35.38357,-119.14538
Roseland,CA,38.42213,-122.72804
Rosemead,CA,34.08057,-118.07285
Rosemont,CA,38.55185,-121.36467
Roseville,CA,38.75212,-121.28801
Ross,CA,37.96242,-122.55498
Rossmoor,CA,33.78557,-118.08506
Rowland Heights,CA,33.97612,-117.90534
Rubidoux,CA,33.99613,-117.4056
Running Springs,CA,34.20779,-117.1092
Sacramento,CA,38.58157,-121.4944
Saint Helena,CA,38.50519,-122.47026
Salida,CA,37.70576,-121.08494
Salinas,CA,36.67774,-121.6555
Salton City,CA,33.29865,-115.95611
San Andreas,CA,38.19603,-120.68049
San Anselmo,CA,37.97465,-122.56164
San Antonio Heights,CA,34.15556,-117.65644
San Bernardino,CA,34.10834,-117.28977
San Bruno,CA,37.63049,-122.41108
San Carlos,CA,37.50716,-122.26052
San Clemente,CA,33.42697,-117.61199
San Diego,CA,32.71571,-117.16472
San Diego Country Estates,CA,33.00671,-116.78364
San Dimas,CA,34.10668,-117.80673
San Fernando,CA,34.28195,-118.43897
San Francisco,CA,37.77493,-122.41942
San Gabriel,CA,34.09611,-118.10583
San Jacinto,CA,33.78391,-116.95864
San Joaquin,CA,36.60662,-120.18904
San Joaquin Hills,CA,33.61169,-117.83672
San Jose,CA,37.33939,-121.89496
San Juan Bautista,CA,36.84551,-121.538
San Juan Capistrano,CA,33.50169,-117.66255
San Leandro,CA,37.72493,-122.15608
San Lorenzo,CA,37.68104,-122.12441
San Luis Obispo,CA,35.28275,-120.65962
San Marcos,CA,33.14337,-117.16614
San Marino,CA,34.1214,-118.10646
San Martin,CA,37.08495,-121.61022
San Mateo,CA,37.56299,-122.32553
San Miguel,CA,35.75247,-120.69628
San Pablo,CA,37.96215,-122.34553
San Pasqual,CA,33.09171,-116.95392
San Pedro,CA,33.73585,-118.29229
San Rafael,CA,37.97353,-122.53109
San Ramon,CA,37.77993,-121.97802
Sanger,CA,36.70801,-119.55597
Santa Ana,CA,33.74557,-117.86783
Santa Barbara,CA,34.42083,-119.69819
Santa Clara,CA,37.35411,-121.95524
Santa Clarita,CA,34.39166,-118.54259
Santa Cruz,CA,36.97412,-122.0308
Santa Fe Springs,CA,33.94724,-118.08535
Santa Margarita,CA,35.38997,-120.60906
Santa Maria,CA,34.95303,-120.43572
Santa Monica,CA,34.01949,-118.49138
Santa Paula,CA,34.35417,-119.05927
Santa Rosa,CA,38.44047,-122.71443
Santa Susana,CA,34.257,-118.669
Santa Venetia,CA,37.99853,-122.52525
Santa Ynez,CA,34.61443,-120.07987
Santee,CA,32.83838,-116.97392
Saranap,CA,37.88492,-122.07607
Saratoga,CA,37.26383,-122.02301
Saticoy,CA,34.28306,-119.14983
Sausalito,CA,37.85909,-122.48525
Sawtelle,CA,34.0363,-118.44949
Scotts Valley,CA,37.05106,-122.01468
Sea Ranch,CA,38.71519,-123.45445
Seacliff,CA,36.97412,-121.91579
Seal Beach,CA,33.74141,-118.10479
Searles Valley,CA,35.76745,-117.40395
Seaside,CA,36.61107,-121.85162
Sebastopol,CA,38.40214,-122.82388
Sedco Hills,CA,33.64169,-117.29087
Seeley,CA,32.79311,-115.69111
Selma,CA,36.57078,-119.61208
North Hills,CA,34.23639,-118.48472
Seven Trees,CA,37.28605,-121.83856
Shackelford,CA,37.61382,-120.99271
Shadow Hills,CA,34.26195,-118.35175
Shafter,CA,35.50051,-119.27178
Shandon,CA,35.65525,-120.37543
Sherman Oaks,CA,34.15112,-118.44925
Shingle Springs,CA,38.66574,-120.92605
Sierra Madre,CA,34.16167,-118.05285
Signal Hill,CA,33.80446,-118.16785
Simi Valley,CA,34.26945,-118.78148
Sky Valley,CA,33.89001,-116.35251
Sleepy Hollow,CA,38.01048,-122.58442
Soda Bay,CA,39.00101,-122.78916
Solana Beach,CA,32.99115,-117.27115
Soledad,CA,36.42469,-121.32632
Solvang,CA,34.59582,-120.13765
Sonoma,CA,38.29186,-122.45804
Somerset,CA,38.64768,-120.68576
Sonora,CA,37.98409,-120.38214
Soquel,CA,36.98801,-121.95663
Sorrento Valley,CA,32.89991,-117.19451
Soulsbyville,CA,37.98465,-120.2638
South Dos Palos,CA,36.96439,-120.65324
